"id","year","as_cafe","ac_cafe","p_cafe","mar_temp","aug_temp","mar_prec","aug_prec","dem","alt_d"
73449,2010,382,367,229.375,26.8034334763948,24.7635193133048,17.7296137339056,25.1244635193133,633.5299,0
73449,2011,405,358,191.2364,24.969957081545,24.9351931330472,91.4721030042918,27.5836909871245,633.5299,0
73449,2012,374,300,180,24.8828326180258,25.0991416309013,68.2274678111588,20.3047210300429,633.5299,0
73449,2013,334,318,263.0012,25.9399141630901,25.0785407725322,44.5579399141631,33.4248927038627,633.5299,0
73483,2007,136,127,69,24.8294935451837,23.9634558093347,110.633565044687,44.7616683217478,614.4293,0
73483,2008,122,104,82.875,24.4756703078451,24.7706057596822,178.213505461768,81.175769612711,614.4293,0
73483,2009,128,104,31.2,24.8271102284012,25.1203574975174,222.760675273088,48.6633565044687,614.4293,0
73483,2010,120,104,83.2,26.4577954319762,24.4746772591857,27.416087388282,18.3982125124131,614.4293,0
73483,2011,129,104,60.4516,24.8404170804369,24.6724925521351,150.456802383317,24.8659384309831,614.4293,0
73483,2012,129,104,60.4516,24.5309831181728,24.7973187686197,81.0178748758689,10.9503475670308,614.4293,0
73483,2013,119,90,80.0004,25.5055610724925,24.6735849056604,49.0963257199603,29.7249255213505,614.4293,0
73504,2007,4420,3795,4934,24.0480392156863,23.3039215686275,120.260249554367,74.5623885918004,850.4969,0
73504,2008,4412,3750,3965.875,23.4488413547237,23.9447415329768,166.624777183601,119.477718360071,850.4969,0
73504,2009,4891,4207,3365.6001,23.8792335115864,24.4984848484848,221.923351158645,56.9919786096257,850.4969,0
73504,2010,4379,3220,3050,25.8108734402852,23.8309269162211,26.5383244206774,28.7718360071301,850.4969,0
73504,2011,4679,4025,2445.3843,23.8914438502674,24.0926024955437,120.065953654189,27.0891265597148,850.4969,0
73504,2012,4679,4025,2445.3843,23.9049019607843,24.2652406417112,90.548128342246,15.8235294117647,850.4969,0
73504,2013,5626,4694,3434.0159,24.8480392156863,24.1139037433155,75.2620320855615,38.3110516934046,850.4969,0
73520,2007,2138,1907,2660,21.136,21.044,161.533333333333,150.08,1299.7733,0
73520,2008,2134,1814,2319.5,20.3106666666666,20.9013333333334,201.573333333333,242.746666666667,1299.7733,0
73520,2009,2194,1726,1553.4,20.6853333333333,22.1586666666666,192.52,83.0933333333333,1299.7733,0
73520,2010,2242,1020,1224,23.0613333333333,21.5826666666667,70.16,91.5066666666667,1299.7733,0
73520,2011,2395,1884,1003.2644,21.1066666666667,21.8666666666667,128.893333333333,69.6133333333333,1299.7733,0
73520,2012,1318,559,559,21.528,22.1786666666667,111.466666666667,50.6,1299.7733,0
73520,2013,2599,2107,1712.0079,22.348,21.9706666666667,124.12,100.786666666667,1299.7733,0
73555,2007,8601,7893,10141,13.7110190151146,12.8976109215017,101.303266699171,43.7181862506095,2945.2314,1
73555,2008,9001,7651,9246.75,13.1938566552901,13.4771818625061,240.411019015115,75.7040468064359,2945.2314,1
73555,2009,9676,8076,6740,13.5992686494393,14.1086786933203,275.629449049244,58.1652852267187,2945.2314,1
73555,2010,9018,8146,9775,15.2974646513895,13.4862506094588,14.9098000975134,9.21014139444174,2945.2314,1
73555,2011,9637,8043,4694.3008,13.5290102389079,13.6912725499756,153.716723549488,23.4778156996587,2945.2314,1
73555,2012,20280,15550,15550,13.5131643100926,13.8768405655778,95.1891760117016,9.15017064846416,2945.2314,1
73555,2013,12961,10343,7659.0356,14.3454900048757,13.638517796197,42.3174061433447,21.1428571428571,2945.2314,1
73563,2007,1084,1007,1328,25.1636363636363,24.2690909090909,92.8909090909091,45.4525252525253,611.6761,0
73563,2008,1025,871,724.875,24.7981818181818,25.0630303030303,112.963636363636,73.4464646464646,611.6761,0
73563,2009,985,869,955.9,25.1537373737374,25.3765656565657,168.117171717172,47.0484848484848,611.6761,0
73563,2010,1238,1126,1572,26.7632323232323,24.7468686868687,30.7353535353535,23.8323232323232,611.6761,0
73563,2011,1110,979,505.1198,25.1656565656566,24.8961616161616,129.109090909091,24.6424242424242,611.6761,0
73563,2012,1178,1033,1033,24.8381818181819,25.049696969697,72.4121212121212,16.1252525252525,611.6761,0
73563,2013,1213,1031,755.0035,25.8549494949495,24.9757575757576,47.2424242424242,34.7858585858586,611.6761,0
73616,2007,4152,3695,4951,13.2617474916388,12.4802675585285,112.644648829431,84.4732441471572,2792.4049,1
73616,2008,4883,4151,4235.125,12.615008361204,12.9484113712375,195.315635451505,112.489130434783,2792.4049,1
73616,2009,5285,4094,4503.3999,13.0798913043478,13.6948160535117,239.203595317726,70.5409698996656,2792.4049,1
73616,2010,4793,3501,4563,14.8919732441472,13.094397993311,18.0438963210702,20.619983277592,2792.4049,1
73616,2011,5122,3968,2379.7014,13.0132107023411,13.2811454849498,96.11872909699,20.3624581939799,2792.4049,1
73616,2012,5341,5241,5441.1201,13.1186872909699,13.5452759197324,97.2073578595318,17.8231605351171,2792.4049,1
73616,2013,5970,4618,3868.0178,13.9461120401338,13.289339464883,60.941889632107,32.0058528428094,2792.4049,1
73622,2007,249,208,260,12.1491712707182,11.378453038674,140.159116022099,128.822099447514,2930.29,1
73622,2008,303,258,217.5,11.2979005524862,11.7208839779005,179.412154696133,167.27955801105,2930.29,1
73622,2009,321,193,193,11.8708287292818,12.58,239.214364640884,85.5701657458564,2930.29,1
73622,2010,304,200,210,13.8482872928176,12.0613259668509,31.2011049723757,47.5303867403315,2930.29,1
73622,2011,324,195,112.1843,11.8826519337017,12.1629834254144,99.4530386740332,31.2950276243094,2930.29,1
73622,2012,327,202,202,12.1022099447514,12.4949171270718,108.353591160221,27.5845303867403,2930.29,1
73622,2013,316,278,222.001,12.9542541436464,12.3080662983426,111.714917127072,55.7447513812155,2930.29,1
73624,2007,5844,5319,5694,18.8040509259259,18.1164351851852,134.576388888889,109.097222222222,1770.8704,1
73624,2008,6206,5275,5912.5,18.019212962963,18.5412037037037,170.168981481481,160.46412037037,1770.8704,1
73624,2009,6681,5421,7047.2998,18.5295138888889,19.305787037037,228.475694444444,73.8136574074074,1770.8704,1
73624,2010,6266,5350,6218,20.5774305555556,18.7087962962963,32.6712962962963,46.3518518518519,1770.8704,1
73624,2011,6695,5433,3151.0408,18.5797453703704,18.9081018518519,114.563657407407,35.4780092592593,1770.8704,1
73624,2012,4883,3822,4117,18.7788194444444,19.1577546296296,102.564814814815,25.2881944444444,1770.8704,1
73624,2013,7856,6321,5277.0244,19.6760416666667,19.0086805555555,105.101851851852,54.6782407407407,1770.8704,1
73675,2007,3255,2969,2986,17.3891111111111,16.6368888888888,129.071111111111,98.1,2096.4889,1
73675,2008,3403,2893,2713,16.6524444444444,17.1166666666667,175.897777777778,139.917777777778,2096.4889,1
73675,2009,3679,3018,2625.6599,17.1535555555556,17.8444444444444,227.922222222222,67.3044444444444,2096.4889,1
73675,2010,3289,2836,2466.885,19.1248888888889,17.2495555555556,26.1844444444444,34.0977777777778,2096.4889,1
73675,2011,3622,2971,1754.2595,17.1548888888889,17.4382222222222,110.92,26.3977777777778,2096.4889,1
73675,2012,4672,4624,2774.3999,17.2973333333333,17.7006666666667,97.2488888888889,18.9355555555556,2096.4889,1
73675,2013,4270,3584,2680.0125,18.1744444444445,17.5031111111111,86.5222222222222,42.3666666666667,2096.4889,1
73678,2007,255,238,310,25.5492693110647,24.8536534446764,107.008350730689,70.2839248434238,578.0768,0
73678,2008,203,173,258.875,24.9162839248434,25.4751565762004,140.419624217119,118.640918580376,578.0768,0
73678,2009,214,177,212.4,25.3394572025052,26.025260960334,195.135699373695,55.8684759916493,578.0768,0
73678,2010,214,214,256.8,27.3377870563674,25.3467640918581,26.5156576200418,32.446764091858,578.0768,0
73678,2011,219,181,102.884,25.3878914405011,25.6183716075157,109.670146137787,31.4676409185804,578.0768,0
