"id","year","as_cafe","ac_cafe","p_cafe"
18001,2009,664,587,587
18001,2010,660,637,785
18001,2011,687,480,384
18001,2012,827,580,435
18001,2013,1029,720,560.9062
18247,2007,326,248,223
18247,2008,329,319,255
18247,2009,309,242,242
18247,2010,329,260,275
18247,2011,182,182,182
18247,2012,200,65,48.75
18247,2013,323,199,140.9019
18256,2007,127,97,83
18256,2008,135,127,102
18256,2009,141,116,116
18256,2010,176,170,182
18256,2011,356,176,193.6
18256,2012,187,140,104.625
18256,2013,203,142,110.7287
18410,2007,165,129,129
18410,2008,176,166,149
18410,2009,176,85,85
18410,2010,176,165,200
18410,2011,230,170,170
18410,2012,200,130,130
18410,2013,255,196,138.8686
18592,2007,970,890,805
18592,2008,967,960,864
18592,2009,965,806,806
18592,2010,967,714,714
18592,2011,1224,1021,816.8
18592,2012,1284,1200,960
18592,2013,1357,977,761.689
18753,2007,518,389,406
18753,2008,521,518,518
18753,2009,521,496,496
18753,2010,702,552,708
18753,2011,742,730,730
18753,2012,780,730,730
18753,2013,917,672,475.8245
19001,2007,3214,2182,2488
19001,2008,3202,2678,2717
19001,2009,3395,2390,2319
19001,2010,3270,2294,2229
19001,2011,3361,2358,2055.2388
19001,2012,3280,3240,2916
19001,2013,4020,3380,2472.6719
19022,2007,905,737,408
19022,2008,912,701,345
19022,2009,916,753,355
19022,2010,917,809,361
19022,2011,917,746,332.8547
19022,2012,700,700,770
19022,2013,1088,856,704.2029
19050,2007,1300,1097,640
19050,2008,1337,1095,568
19050,2009,1628,939,466
19050,2010,1397,1271,640
19050,2011,1397,1172,590.0937
19050,2012,2287,2130,1245
19050,2013,1672,1331,1094.9686
19075,2007,1477,1011,1036
19075,2008,1525,1302,1186
19075,2009,1678,1358,1183
19075,2010,1554,1373,1289
19075,2011,1603,1416,1188.0001
19075,2012,1783,1674,1309.6
19075,2013,3029,2628,1879.1172
19100,2007,2207,1532,1094
19100,2008,2287,1521,966
19100,2009,2087,1921,1167
19100,2010,2351,1729,960
19100,2011,2351,1594,885.027
19100,2012,2552,2024,2226.3999
19100,2013,2779,2291,1885.4945
19110,2007,1323,1119,963
19110,2008,1392,1138,872
19110,2009,1403,650,476
19110,2010,1414,925,648
19110,2011,1414,853,597.314
19110,2012,2316,1000,500
19110,2013,1754,1441,922.5522
19130,2007,5774,5229,4679
19130,2008,5854,4671,3718
19130,2009,6334,5612,4272
19130,2010,5899,5318,4117
19130,2011,5422,4905,3797.0793
19130,2012,6626,6580,7238
19130,2013,7232,5939,4887.2051
19137,2007,3350,2477,2050
19137,2008,3418,2711,1996
19137,2009,3435,2159,1520
19137,2010,3452,3126,2294
19137,2011,3924,3553,1776.7384
19137,2012,3924,3553,1776.7384
19137,2013,4555,3690,2362
19142,2007,1259,1101,711
19142,2008,1321,979,562
19142,2009,1838,1600,879
19142,2010,1353,1146,652
19142,2011,1850,1058,601.7167
19142,2012,1485,1335,1468.5
19142,2013,1654,1416,1165.3931
19212,2007,1676,1579,1075
19212,2008,1673,1581,958
19212,2009,1745,1614,935
19212,2010,1665,1256,731
19212,2011,1665,1159,674.5568
19212,2012,1665,1260,756
19212,2013,1755,1442,922.6802
19355,2007,3142,2462,2358
19355,2008,3210,2377,2026
19355,2009,3494,2847,2320
19355,2010,3293,2646,2206
19355,2011,3293,2440,2033.8651
19355,2012,3293,2440,2683.4849
19355,2013,4686,3823,3145.8594
19364,2007,1037,767,402
19364,2008,1046,953,444
19364,2009,1059,580,258
19364,2010,1071,925,416
19364,2011,1071,852,383.2824
19364,2012,1071,852,383.2824
19364,2013,1000,843,462.6988
19392,2007,1453,1341,988
19392,2008,1419,1196,784
19392,2009,1433,800,502
19392,2010,1446,1298,813
19392,2011,1447,1196,749.1691
19392,2012,1147,420,462
19392,2013,1650,1267,1042.7634
19397,2007,1982,1353,1156
19397,2008,2005,1322,1005
19397,2009,1975,1800,1309
19397,2010,2041,1658,1238
19397,2011,2041,1529,1141.4595
19397,2012,5101,4811,2405.3101
19397,2013,2901,2228,1324.1313
19450,2007,1131,1043,1042
19450,2008,1146,986,876
19450,2009,1157,720,612
19450,2010,1167,775,722
19450,2011,1204,800,664.9626
19450,2012,1936,980,1078
19450,2013,1908,1566,1288.6316
19455,2007,497,361,227
19455,2008,504,411,230
19455,2009,479,405,217
19455,2010,504,379,222
19455,2011,505,349,204.6579
19455,2012,578,418,418
19455,2013,562,422,347.522
19473,2007,5234,3533,4715
19473,2008,5271,4949,5876
19473,2009,5556,4722,5362
19473,2010,5314,3942,4557
19473,2011,5359,3975,4197.6069
19473,2012,6339,4680,4446
19473,2013,6915,5727,4712.9956
19517,2007,2221,1591,1062
19517,2008,2259,2101,1248
19517,2009,2300,1978,1124
19517,2010,2341,2222,1218
19517,2011,2341,2050,1123.6161
19517,2012,2800,2400,2640
19517,2013,4574,3183,2619.0999
19532,2007,1219,1017,825
19532,2008,1222,1087,785
19532,2009,1234,1107,764
19532,2010,1247,941,669
19532,2011,1305,1216,729.6
19532,2012,1766,1415,1259.75
19532,2013,1841,1546,1258.4867
19548,2007,5946,4577,5551
19548,2008,6026,5724,6176
19548,2009,6055,4930,5087
19548,2010,6085,5447,6074
19548,2011,6162,5516,5599.4941
19548,2012,14795,4653,5118.2998
19548,2013,8429,6965,5094.9224
19585,2007,153,141,129
19585,2008,166,132,107
19585,2009,188,125,97
19585,2010,170,133,104
19585,2011,170,123,95.8823
19585,2012,182,130,136
19585,2013,231,198,144.5976
19622,2007,1457,1025,904
19622,2008,1414,1260,988
19622,2009,1425,1360,1020
19622,2010,1426,1231,833
19622,2011,1426,1134,767.5499
19622,2012,1495,1425,1567.5
19622,2013,1393,1095,801.1752
19693,2007,30,25,41
19693,2008,30,28,41
19693,2009,30,26,36
19693,2010,30,25,35
19693,2011,115,5,4.738
19693,2012,115,105,115.5
19693,2013,230,164,134.784
19698,2007,2963,2167,1796
19698,2008,2793,2059,1519
19698,2009,2692,2650,1869
19698,2010,2834,1974,1526
19698,2011,2974,1821,1407.7954
19698,2012,2690,2615,1988.1711
19698,2013,3528,2913,2024.9486
19760,2007,632,458,449
19760,2008,633,575,501
19760,2009,753,458,382
19760,2010,639,550,425
19760,2011,745,695,521.25
19760,2012,805,775,697.5
19760,2013,911,760,625.5659
19780,2007,3133,2141,1700
19780,2008,3201,3018,2132
19780,2009,3228,3050,2061
19780,2010,3256,2319,1467
19780,2011,3278,2139,1353.2679
19780,2012,3765,2280,2508
19780,2013,3149,2276,1956.3591
19785,2007,899,820,474
19785,2008,947,638,328
19785,2009,953,762,375
19785,2010,958,836,387
19785,2011,1358,771,356.9941
19785,2012,1339,1239,619.5
19785,2013,1282,1066,584.6866
19807,2007,3737,3094,4035
19807,2008,3610,2641,3064
19807,2009,3770,2500,2774
19807,2010,3640,2441,2473
19807,2011,3727,2499,2282.1572
19807,2012,5044,570,627
19807,2013,4687,3860,3176.3398
19821,2007,1786,1216,861
19821,2008,1842,1497,944
19821,2009,1863,1727,1041
19821,2010,1884,1378,848
19821,2011,1884,1272,782.5787
19821,2012,388,366,402.6
19821,2013,2595,2232,1734.8983
19824,2007,285,244,183
19824,2008,398,354,236
19824,2009,410,182,116
19824,2010,399,366,235
19824,2011,399,337,216.6432
19824,2012,99,80,88
19824,2013,576,491,359.1826
20001,2007,4621,4621,2400
20001,2008,4621,4621,3234.7
20001,2009,4621,4621,2310.5
20001,2010,3612,3612,2528.3999
20001,2011,3950,3333,1999.8
20001,2012,3951,3400,2040
20001,2013,4221,3656,1625.5015
20011,2007,960,960,540
20011,2008,960,960,576
20011,2009,960,960,576
20011,2010,900,900,450
20011,2011,984,900,450
20011,2012,1020,900,936
20011,2013,1235,968,717.4418
20013,2007,5067,5067,3040
20013,2008,5067,5067,2533.5
20013,2009,5067,5067,2533.5
20013,2010,5543,5282,2641
20013,2011,6093,5543,1108.6
20013,2012,5753,5282,6338.3999
20013,2013,6720,5372,3184.8074
20045,2007,450,450,280
20045,2008,450,450,270
20045,2009,450,450,225
20045,2010,450,450,225
20045,2011,492,450,225
20045,2012,492,450,337.5
20045,2013,794,668,494.6436
20175,2007,263,263,163
20175,2008,263,263,170
20175,2009,263,263,131.5
20175,2010,269,269,161.4
20175,2011,294,269,134.5
20175,2012,295,272,136
20175,2013,255,227,117.694
20178,2007,362,362,170
20178,2008,362,362,181
20178,2009,362,362,181
20178,2010,362,362,162.9
20178,2011,396,362,181
20178,2012,496,362,271.5
20178,2013,84,80,44.5937
20228,2007,325,325,195
20228,2008,325,325,195
20228,2009,333,333,199.8
20228,2010,266,195,117
20228,2011,291,200,120
20228,2012,491,250,125
20228,2013,443,326,145.0741
20310,2007,160,160,104
20310,2008,160,160,96
20310,2009,110,110,77
20310,2010,120,110,55
20310,2011,295,270,81
20310,2012,295,119,89.25
20310,2013,121,114,67.4137
20383,2007,107,97,58
20383,2008,140,80,64
20383,2009,170,80,64
20383,2010,173,170,136
20383,2011,186,90,72
20383,2012,186,100,100
20383,2013,144,117,86.757
20400,2007,1200,1050,650
20400,2008,1200,1200,600
20400,2009,1200,1200,600
20400,2010,1193,1068,640.8
20400,2011,1304,985,591
20400,2012,1389,1189,594.5
20400,2013,2554,1997,739.7683
20517,2007,240,150,113
20517,2008,70,70,26.25
20517,2009,317,300,150
20517,2010,324,284,184.275
20517,2011,354,233,151.45
20517,2012,404,300,240
20517,2013,446,345,204.2805
20550,2007,28,28,16
20550,2008,28,28,17
20550,2009,28,28,14
20550,2010,28,28,14
20550,2011,31,28,14
20550,2012,30,30,24
20550,2013,21,21,12.7334
20614,2007,36,36,20
20614,2008,42,40,20
20614,2009,42,32,16
20614,2010,57,42,21
20614,2011,55,42,21
20614,2012,147,100,80
20614,2013,128,97,57.5376
20621,2007,3264,3264,2000
20621,2008,3229,3229,2099
20621,2009,3229,3229,1937.4
20621,2010,3402,3154,1892.4
20621,2011,4246,3372,2023.2
20621,2012,4261,4200,3150
20621,2013,5034,3968,2352.4031
20710,2007,18,14,7.5
20710,2008,68,18,11
20710,2009,81,68,40.8
20710,2010,101,81,48.6
20710,2011,98,90,45
20710,2012,99,90,72
20710,2013,35,33,19.3491
20770,2007,27,27,22
20770,2008,27,27,14
20770,2009,24,19,9.5
20770,2010,15,15,7.5
20770,2011,16,15,7.5
20770,2012,17,17,10.2
20770,2013,30,25,11.0262
25019,2007,509,459,513.0661
25019,2008,515,450,497.512
25019,2009,516,467,520.8264
25019,2010,514,455,496.8
25019,2011,529,488,732
25019,2012,544,479,479
25019,2013,405,341,218.7093
25035,2007,237,224,92.1865
25035,2008,245,235,104.0304
25035,2009,244,239,109.3217
25035,2010,251,244,114.1
25035,2011,247,245,116
25035,2012,107,107,53.5
25035,2013,138,129,58.0749
25040,2007,1228,1137,621.5861
25040,2008,1240,1126,665.0219
25040,2009,1271,1188,732.8406
25040,2010,1294,1189,730.3
25040,2011,1300,1168,710
25040,2012,1300,1168,710
25040,2013,1065,942,604.296
25053,2007,697,649,230.4
25053,2008,701,640,256.6544
25053,2009,718,676,305.243
25053,2010,678,625,319.6
25053,2011,369,156,187.2
25053,2012,369,327,392.4
25053,2013,538,484,372.6195
25086,2007,116,110,68.4533
25086,2008,119,112,74.1804
25086,2009,118,108,79.3295
25086,2010,122,117,80.1
25086,2011,92,60,60
25086,2012,70,60,54
25086,2013,71,60,34.5002
25095,2007,544,514,264.4152
25095,2008,578,547,292.337
25095,2009,590,555,298.2785
25095,2010,600,556,288.8
25095,2011,564,524,340
25095,2012,513,473,473
25095,2013,489,407,261.0827
25120,2007,18,15,3.5607
25120,2008,18,16,4.0395
25120,2009,28,19,7.7961
25120,2010,31,18,7
25120,2011,48,23,18.072
25120,2012,51,46,45.59
25120,2013,35,30,15.6053
25123,2007,1023,963,762.0191
25123,2008,1057,975,793.2056
25123,2009,1072,990,815.9464
25123,2010,1035,934,788.5
25123,2011,1378,1041,850
25123,2012,839,824,659.2
25123,2013,873,767,307.0488
25148,2007,1326,1214,1184.8904
25148,2008,1356,1240,1205.2548
25148,2009,1112,1021,1118.5216
25148,2010,1163,1044,1070.2
25148,2011,1316,933,933
25148,2012,695,443,424
25148,2013,683,577,369.6903
25151,2007,17,5,1.7877
25151,2008,21,18,16.7065
25151,2009,28,21,22.1522
25151,2010,44,22,25.6
25151,2011,65,19,38.76
25151,2012,86,68,51
25151,2013,92,66,84.6058
25168,2007,1353,1217,1118.3678
25168,2008,1369,1202,1141.776
25168,2009,1309,1174,1174.7698
25168,2010,1315,1212,1187.4
25168,2011,1084,964,602
25168,2012,1061,1033,330.2174
25168,2013,1116,984,482.4132
25245,2007,2041,1874,1199.0851
25245,2008,1961,1786,1092.0869
25245,2009,1931,1765,1109.5712
25245,2010,1883,1729,1131.1
25245,2011,1756,1457,1200
25245,2012,1647,1398,1258.5601
25245,2013,1738,1585,914.6429
25258,2007,623,529,580.7602
25258,2008,634,556,606.3038
25258,2009,636,574,655.031
25258,2010,640,587,640.2
25258,2011,531,469,388
25258,2012,658,656,656
25258,2013,499,465,234.8373
25281,2007,20,12,11.3895
25281,2008,22,12,4.4783
25281,2009,22,22,10.575
25281,2010,23,22,16
25281,2011,33,22,10.5468
25281,2012,43,31,12.576
25281,2013,38,25,18.2347
25290,2007,757,719,341.4127
25290,2008,790,732,365.7239
25290,2009,816,734,377.0515
25290,2010,840,746,391
25290,2011,880,800,640
25290,2012,910,855,684.288
25290,2013,733,622,446.6788
25293,2007,0,0,0.0094
25293,2008,3,0,0.0093
25293,2009,20,0,0.2333
25293,2010,35,7,3.8
25293,2011,57,19,28.5
25293,2012,77,8,6.4
25293,2013,71,48,18.5486
25297,2007,161,146,16.1108
25297,2008,206,174,23.6676
25297,2009,254,227,54.4193
25297,2010,261,249,68.5
25297,2011,175,55,38.5
25297,2012,215,95,76
25297,2013,330,295,151.0823
25299,2007,32,20,2.1723
25299,2008,37,34,9.9665
25299,2009,52,41,22.8981
25299,2010,57,45,24
25299,2011,58,36,18.05
25299,2012,64,40,19.75
25299,2013,79,66,32.1338
25320,2007,1268,1091,1067.5021
25320,2008,1274,1094,1090.587
25320,2009,1306,1120,1190.1547
25320,2010,1447,1248,1221.4
25320,2011,1280,1000,1000
25320,2012,2600,1730,1876
25320,2013,1287,1056,812.4157
25328,2007,1239,1161,629.4354
25328,2008,1284,1197,668.9336
25328,2009,1320,1211,722.0281
25328,2010,1382,1283,766.5
25328,2011,1424,1376,698
25328,2012,1070,978,593.2
25328,2013,1156,1013,395.0677
25335,2007,21,0,0
25335,2008,55,0,0.2016
25335,2009,78,30,23.8894
25335,2010,89,58,61.4
25335,2011,163,90,120
25335,2012,193,23,22.78
25335,2013,227,143,183.4857
25368,2007,198,186,105.2677
25368,2008,208,192,1137.6793
25368,2009,222,203,118.535
25368,2010,233,208,122.2
25368,2011,200,160,96
25368,2012,215,65,39
25368,2013,185,160,61.6056
25372,2007,42,35,3.8052
25372,2008,64,35,37.8476
25372,2009,81,69,29.6
25372,2010,94,68,29.5
25372,2011,92,72,55.7249
25372,2012,99,69,53.4149
25372,2013,138,120,59.3152
25386,2007,1335,1216,782.1455
25386,2008,1358,1240,8264.5361
25386,2009,1378,1282,883.1864
25386,2010,1366,1272,914.4
25386,2011,1388,1278,940
25386,2012,1262,1197,1316.7
25386,2013,1197,1041,620.6947
25394,2007,1818,1553,1752.3304
25394,2008,1851,1598,1789.8271
25394,2009,1766,1506,1828.2694
25394,2010,1817,1574,1779
25394,2011,1496,1365,1638
25394,2012,1290,1090,817.5
25394,2013,1358,1109,924.3322
25398,2007,241,201,182.9966
25398,2008,257,221,2108.324
25398,2009,246,216,219.6992
25398,2010,262,238,230.7
25398,2011,232,152,121.72
25398,2012,257,247,234.65
25398,2013,180,159,96.8295
25402,2007,1096,925,1069.5874
25402,2008,1104,926,1092.1726
25402,2009,1051,898,1158.9341
25402,2010,1112,978,1159.1
25402,2011,1004,905,905
25402,2012,982,837,935
25402,2013,832,715,514.3794
25426,2007,80,30,4.0015
25426,2008,119,66,170.8692
25426,2009,147,108,73.9856
25426,2010,162,131,116.7
25426,2011,155,116,139
25426,2012,165,155,137.2
25426,2013,175,146,112.6538
25436,2007,110,108,11.2728
25436,2008,138,108,112.7411
25436,2009,163,124,19.3676
25436,2010,172,141,35.3
25436,2011,151,111,66.6
25436,2012,173,107,64.2
25436,2013,215,184,188.5567
25438,2007,173,166,97.3565
25438,2008,173,173,969.7141
25438,2009,199,168,100.5029
25438,2010,225,175,100.5
25438,2011,155,80,80
25438,2012,65,41,41
25438,2013,283,230,147.358
25488,2007,786,741,561.1772
25488,2008,787,687,5257.2949
25488,2009,779,667,529.4767
25488,2010,773,680,551.9
25488,2011,721,70,75
25488,2012,719,719,539.25
25488,2013,683,590,454.2473
25489,2007,66,65,43.2019
25489,2008,66,62,442.7785
25489,2009,43,40,34.0137
25489,2010,48,44,32
25489,2011,64,60,48
25489,2012,43,37,27.585
25489,2013,41,35,33.3768
25491,2007,59,48,49.3164
25491,2008,66,55,592.2492
25491,2009,71,61,67.0374
25491,2010,67,62,64.7
25491,2011,67,60,61
25491,2012,69,54,23.76
25491,2013,67,62,47.8394
25506,2007,617,555,224.9175
25506,2008,626,589,246.0376
25506,2009,632,596,282.0669
25506,2010,607,555,287.6
25506,2011,648,610,549
25506,2012,358,243,133.65
25506,2013,493,401,141.5358
25513,2007,1273,1056,1103.2529
25513,2008,1278,1065,11231.7324
25513,2009,1264,1072,1208.2239
25513,2010,1296,1151,1215
25513,2011,1458,1263,1136.7
25513,2012,1568,1378,1378
25513,2013,1083,935,839.5237
25518,2007,1108,1011,819.4841
25518,2008,1111,981,8046.6138
25518,2009,1119,971,873.9476
25518,2010,1129,973,859
25518,2011,1246,1137,1227
25518,2012,1121,291,218.25
25518,2013,907,724,510.934
25524,2007,530,491,205.1083
25524,2008,531,519,2223.2476
25524,2009,541,519,249.0096
25524,2010,512,464,235.3
25524,2011,275,235,175
25524,2012,440,248,247.5
25524,2013,320,271,173.5528
25580,2007,1210,1132,709.0535
25580,2008,1212,1144,7417.0474
25580,2009,1159,1108,772.7595
25580,2010,1178,1095,758.9
25580,2011,929,696,670
25580,2012,925,751,600.456
25580,2013,829,734,371.6091
25592,2007,119,106,81.5095
25592,2008,120,113,90.6143
25592,2009,126,115,102.1437
25592,2010,135,124,105.7
25592,2011,136,125,75
25592,2012,95,77,42.35
25592,2013,96,88,43.2225
25594,2007,159,99,37.2383
25594,2008,208,172,55.746
25594,2009,226,195,84.4079
25594,2010,233,201,112.7
25594,2011,173,128,34
25594,2012,142,107,44.36
25594,2013,237,207,180.4699
25596,2007,2020,1884,823.1127
25596,2008,2022,1872,874.4609
25596,2009,2011,1876,931.313
25596,2010,1996,1857,936.7
25596,2011,2035,1750,1150
25596,2012,1710,1050,525
25596,2013,1711,1557,1996.9252
25599,2007,116,114,50.185
25599,2008,124,120,45.1839
25599,2009,129,121,46.3309
25599,2010,128,122,49.9
25599,2011,130,122,60
25599,2012,130,125,60
25599,2013,59,47,30.3501
25645,2007,553,505,260.4041
25645,2008,550,500,278.3176
25645,2009,557,488,293.0272
25645,2010,577,497,299.1
25645,2011,560,490,300
25645,2012,580,542,406.5
25645,2013,624,550,528.892
25649,2007,396,376,176.3649
25649,2008,389,359,185.3332
25649,2009,392,377,215.8322
25649,2010,399,360,217
25649,2011,400,350,220
25649,2012,85,0,0
25649,2013,311,276,177.1181
25653,2007,754,620,744.6256
25653,2008,780,652,791.6597
25653,2009,791,681,852.5244
25653,2010,762,678,841.3
25653,2011,831,791,988.75
25653,2012,715,708,849.6
25653,2013,746,679,478.8044
25658,2007,646,545,544.731
25658,2008,604,517,541.742
25658,2009,588,510,594.2526
25658,2010,613,559,634.9
25658,2011,590,515,257.645
25658,2012,595,544,407.97
25658,2013,613,518,414.9573
25662,2007,2997,2720,2018.1312
25662,2008,3025,2741,2095.8774
25662,2009,2997,2707,2295.051
25662,2010,3014,2739,2291.5
25662,2011,2619,2304,1843.6
25662,2012,2790,2710,2168
25662,2013,2544,2236,1147.2172
25718,2007,1299,1139,1275.7144
25718,2008,1324,1105,1229.2867
25718,2009,1295,1114,1274.5724
25718,2010,1306,1133,1284
25718,2011,1300,450,500
25718,2012,1280,704,528
25718,2013,1105,975,687.4455
25743,2007,645,591,363.2896
25743,2008,640,574,370.152
25743,2009,632,576,383.4248
25743,2010,642,594,430.2
25743,2011,686,526,33.8
25743,2012,669,603,150.75
25743,2013,619,535,262.0752
25777,2007,1181,950,1169.7286
25777,2008,1247,996,1242.9692
25777,2009,1263,1082,1437.8668
25777,2010,1253,1133,1502
25777,2011,1444,908,675
25777,2012,1134,1014,638.82
25777,2013,1028,887,363.9026
25797,2007,578,555,258.7478
25797,2008,575,544,264.9094
25797,2009,560,521,255.7231
25797,2010,567,528,258.8
25797,2011,604,584,286.16
25797,2012,470,454,340.125
25797,2013,517,461,413.922
25805,2007,1277,1178,584.7974
25805,2008,1274,1162,595.4651
25805,2009,1269,1148,619.8967
25805,2010,1283,1202,664.3
25805,2011,146,12,5.4
25805,2012,1267,1123,561.5
25805,2013,1143,1031,991.8674
25807,2007,39,11,2.2421
25807,2008,56,33,13.5866
25807,2009,87,56,26.1569
25807,2010,104,70,46.3
25807,2011,107,88,120
25807,2012,127,82,61.125
25807,2013,164,121,131.4134
25815,2007,394,369,168.224
25815,2008,395,384,195.7494
25815,2009,396,384,194.3888
25815,2010,398,377,191.6
25815,2011,390,370,185
25815,2012,390,370,185
25815,2013,161,151,97.1229
25823,2007,828,705,734.9526
25823,2008,861,746,783.3876
25823,2009,837,710,822.5988
25823,2010,818,687,789.8
25823,2011,1188,1065,1278.24
25823,2012,1188,1065,1278.24
25823,2013,663,569,729.8773
25862,2007,1366,1124,1253.9487
25862,2008,1380,1123,1303.4929
25862,2009,1333,1081,1358.7708
25862,2010,1427,1212,1400.1
25862,2011,1500,1210,1694
25862,2012,1595,1335,1001.25
25862,2013,1489,1219,1094.4197
25867,2007,1148,1042,814.9213
25867,2008,1170,1077,865.0444
25867,2009,1192,1097,917.4626
25867,2010,1186,1099,908.5
25867,2011,998,166,115
25867,2012,998,166,124.5
25867,2013,1141,977,501.0633
25871,2007,273,226,166.3901
25871,2008,275,242,179.6165
25871,2009,276,242,203.7621
25871,2010,293,251,204.8
25871,2011,72,20,24
25871,2012,79,53,21.2
25871,2013,206,187,95.8481
25875,2007,212,190,133.8677
25875,2008,216,201,160.7738
25875,2009,229,203,179.6058
25875,2010,235,212,179.2
25875,2011,203,80,68.8
25875,2012,219,170,170
25875,2013,168,146,93.3331
25878,2007,5075,4470,3729.9558
25878,2008,5115,4668,4107.5464
25878,2009,5171,4776,4359.2388
25878,2010,5144,4620,4208.6001
25878,2011,5001,4900,5000
25878,2012,4390,4380,4161
25878,2013,4248,3638,2332.668
25885,2007,1981,1770,1831.1696
25885,2008,1986,1768,1842.4912
25885,2009,1617,1422,1754.3994
25885,2010,1727,1577,1586
25885,2011,1000,1000,1000
25885,2012,1370,1256,1256
25885,2013,1142,992,636.2877
25898,2007,132,123,66.268
25898,2008,137,121,72.7481
25898,2009,140,131,80.9667
25898,2010,140,128,84.8
25898,2011,100,100,63
25898,2012,83,81,72.09
25898,2013,140,120,68.9716
27245,2007,290,290,205.9
27245,2008,90,90,68
27245,2009,135,70,78.75
27245,2010,190,158,98
27245,2011,210,158,98
27245,2012,200,70,140
27245,2013,165,125,105.9347
41001,2007,2927,2674,3743.614
41001,2008,3156,2718,3940.46
41001,2009,3042,2704,3190.9561
41001,2010,3219,2543,3000.9407
41001,2011,3489,2290,2519.22
41001,2012,3784,2442,2442.26
41001,2013,3934,2909,2851.8367
41006,2007,8837,8379,12149.5215
41006,2008,9335,8548,12822.2002
41006,2009,9554,8286,9943.2363
41006,2010,11404,8706,10447.5479
41006,2011,12697,7605,8517.4883
41006,2012,13858,7843,8626.9043
41006,2013,15868,12536,12289.0879
41013,2007,882,799,1118.5861
41013,2008,878,724,1049.39
41013,2009,880,750,899.58
41013,2010,977,792,934.9966
41013,2011,1037,717,802.592
41013,2012,1114,672,672.05
41013,2013,1224,953,933.9924
41016,2007,1077,1011,1414.854
41016,2008,929,745,1117.91
41016,2009,823,672,806.22
41016,2010,897,668,795.1937
41016,2011,929,579,723.9219
41016,2012,974,561,588.8505
41016,2013,1027,788,772.3765
41020,2007,4152,3848,4618.0679
41020,2008,4676,3884,5437.6099
41020,2009,4758,3872,4491.833
41020,2010,5033,3854,4548.145
41020,2011,5431,3436,3848.656
41020,2012,5750,3305,3469.9036
41020,2013,5989,4316,4231.2583
41026,2007,58,55,76.636
41026,2008,55,50,63.15
41026,2009,62,51,60.2036
41026,2010,62,48,56.8642
41026,2011,73,52,56.9552
41026,2012,80,55,54.54
41026,2013,99,75,73.7791
41078,2007,987,948,1231.8929
41078,2008,827,750,1120.37
41078,2009,759,660,778.9652
41078,2010,774,616,726.9626
41078,2011,781,490,553.135
41078,2012,794,456,478.4115
41078,2013,819,597,585.6642
41132,2007,1325,1179,1651.0761
41132,2008,1413,1083,1624.382
41132,2009,1463,1144,1372.932
41132,2010,1541,1108,1330.2
41132,2011,1650,1090,1308.36
41132,2012,1713,1039,1091.0236
41132,2013,1829,1352,1325.4254
41206,2007,1325,1261,1765.092
41206,2008,1481,1341,2011.25
41206,2009,1401,1216,1459.632
41206,2010,1452,1138,1366.02
41206,2011,1609,795,898.463
41206,2012,1598,878,966.053
41206,2013,1780,1152,1129.0962
41244,2007,547,534,773.923
41244,2008,561,404,606.74
41244,2009,534,396,474.924
41244,2010,572,422,505.8
41244,2011,712,467,523.264
41244,2012,822,458,503.943
41244,2013,979,721,707.1851
41298,2007,7970,7485,10853.4531
41298,2008,8088,7056,10442.6299
41298,2009,8146,6676,8011.2598
41298,2010,8510,6108,7329.7681
41298,2011,8995,5677,6358.0161
41298,2012,9467,5712,5711.6001
41298,2013,10234,7846,7691.7476
41306,2007,4412,4091,5932.0225
41306,2008,4522,3730,5222.46
41306,2009,4634,3669,4476.0581
41306,2010,4816,3546,4325.7539
41306,2011,4939,3364,3700.1799
41306,2012,5294,2897,3186.7771
41306,2013,5661,4190,4107.5317
41319,2007,2667,2443,3419.5979
41319,2008,3097,2734,4264.3799
41319,2009,3097,2569,3082.5359
41319,2010,3595,2555,3065.436
41319,2011,4245,2337,2570.8101
41319,2012,4763,2610,2870.769
41319,2013,5358,4129,4047.5557
41349,2007,965,916,1283.058
41349,2008,953,816,1141.84
41349,2009,864,715,857.544
41349,2010,891,655,773.4074
41349,2011,948,631,694.43
41349,2012,1008,579,607.656
41349,2013,1067,722,707.8027
41357,2007,1420,1288,1609.7625
41357,2008,1608,1387,1941.9399
41357,2009,1629,1376,1720.5125
41357,2010,1890,1408,1689.468
41357,2011,2191,1499,1648.46
41357,2012,2415,1488,1487.87
41357,2013,2591,1933,1895.0222
41359,2007,2001,1819,2637.666
41359,2008,2429,2198,3297.72
41359,2009,2541,2166,2599.7041
41359,2010,2753,2066,2478.78
41359,2011,3147,1815,2032.464
41359,2012,3580,2085,2293.863
41359,2013,4208,3123,3061.8315
41378,2007,1813,1688,2531.5
41378,2008,1877,1574,2329
41378,2009,1878,1512,1889.55
41378,2010,2045,1471,1765.5959
41378,2011,2237,1396,1563.632
41378,2012,2392,1379,1447.8765
41378,2013,2475,1798,1762.7963
41396,2007,6069,5555,8333.2002
41396,2008,6599,5599,8118.7998
41396,2009,6983,5670,6917.5952
41396,2010,7830,5714,6856.7998
41396,2011,8824,5193,5816.1602
41396,2012,9632,5530,5806.9727
41396,2013,10982,8235,8072.5537
41483,2007,1132,1040,1560.0001
41483,2008,1314,1070,1444.23
41483,2009,1359,1026,1282.8375
41483,2010,1585,1093,1300.2178
41483,2011,1749,872,1090
41483,2012,1853,1007,1108.019
41483,2013,2061,1518,1488.4629
