"MPIO_CCDGO","prec_mar","prec_aug","tmax_mar","tmax_aug","tmin_mar","tmin_aug"
"20517","71.5714285714286","168.75","34.6321428843907","32.7142857142857","23.1071428230831","22.7392857415336"
"20550","68.3888888888889","176.777777777778","36.6722223493788","34.5833330154419","24.9555555979411","24.3611111111111"
"20614","76.84","199.44","34.8040001678467","32.4879998779297","23.3999999237061","22.6399999237061"
"20710","99.3703703703704","216.666666666667","36.7555557533547","34.3444446987576","24.9518518447876","24.2333331637912"
"20770","82.1739130434783","231.217391304348","37.2347824262536","34.6478261947632","25.4499999751215","24.6586956563203"
"41001","172.180327868852","71.7868852459016","29.1065575333892","30.8377051744305","19.7426229695805","19.6590163590478"
"41306","164.708333333333","86.625","27.6166667143504","28.3875001271566","18.2666666507721","17.6624999841054"
"41319","169.909090909091","121.181818181818","26.5999998612837","27.136363809759","17.3909091082486","17.2272729006681"
"41349","175.1","64.3","30.8399997711182","32.1100004196167","20.889999961853","20.4999998092651"
"41357","166.176470588235","73","25.8294117871453","26.9764704984777","16.7470586440142","16.4294117759256"
"41359","173.823529411765","136","23.8588233835557","24.5470588347491","13.6705883250517","13.611764683443"
"41378","166.904761904762","137.285714285714","21.7571428843907","22.2380952380952","12.0571428480602","11.980952330998"
"41396","169.324324324324","103.783783783784","24.9459459974959","25.8135135238235","15.0702703321302","14.8189188982989"
"41483","165","69.1666666666667","26.7000001271566","28.1166671117147","17.516666730245","17.1333332061768"
"41503","182.166666666667","119","24.4666665395101","25.3833332061768","14.8833336830139","14.6833333969116"
"41518","170.571428571429","65","29.6142857415336","30.7428572518485","19.7714286531721","19.0999999727522"
"41524","173.05","58.3","31.6249999046326","33.6699999332428","21.3824999332428","21.4500001430511"
"41530","205.125","185.75","24.375","25.1625001430511","15.0249998569489","14.8375000953674"
"41548","164.5","87.8","26.389999961853","27.289999961853","16.7799997329712","16.4499999046326"
"41551","178.903225806452","146.096774193548","26.2225806328558","27.1290321965371","16.3838710169638","16.3903227467691"
"41615","161","73","30.1923076923077","31.8000001173753","20.3692309306218","20.1923077656673"
"41660","166.045454545455","136.954545454545","21.986363584345","22.3181819482283","12.1090907833793","12.0863638140939"
"41668","179.34375","158.75","20.4312499761581","20.5609374344349","10.6718750223517","10.6125000417233"
"41676","156.117647058824","84.6470588235294","22.8764706779929","23.9117645936854","14.0529411540312","13.9529411652509"
"41770","174.285714285714","138.47619047619","26.8047620682489","27.4571430569603","17.4095237368629","17.4285714285714"
"41791","166.5","86.9375","28.3062500953674","29.0062499046326","18.2749999165535","18.1062499284744"
"41797","177.625","57.1875","30.1062500476837","31.349999666214","20.3062496781349","19.5437496900558"
"41799","157.28","65.92","30.1119998168945","31.6400000762939","20.7720000457764","20.4959999847412"
"41801","140.590909090909","97.8181818181818","22.0409089868719","22.8227274201133","13.022727351297","12.9500000314279"
"41807","164.777777777778","116.444444444444","27.4333330790202","28.2222222222222","17.7888889312744","17.9444442325168"
"41298","163.48275862069","111.724137931034","25.8620690312879","26.4068966569572","16.744827599361","16.3379310410598"
"41244","165.75","100.25","28.5499997138977","29.2999997138977","18.4999995231628","18.5749998092651"
